series id,id,title,notes
WGS7YR,WGS7YR,"Market Yield on U.S. Treasury Securities at 7-Year Constant Maturity, Quoted on an Investment Basis","Averages of business days. For further information regarding treasury constant maturity data, please refer to the H.15 Statistical Release notes (https://www.federalreserve.gov/releases/h15/default.htm) and the Treasury Yield Curve Methodology (https://home.treasury.gov/policy-issues/financing-the-government/interest-rate-statistics/treasury-yield-curve-methodology)."
GS7,GS7,"Market Yield on U.S. Treasury Securities at 7-Year Constant Maturity, Quoted on an Investment Basis","Averages of business days. For further information regarding treasury constant maturity data, please refer to the H.15 Statistical Release notes (https://www.federalreserve.gov/releases/h15/default.htm) and the Treasury Yield Curve Methodology (https://home.treasury.gov/policy-issues/financing-the-government/interest-rate-statistics/treasury-yield-curve-methodology)."
T30YIEM,T30YIEM,30-year Breakeven Inflation Rate,"The breakeven inflation rate represents a measure of expected inflation derived from 30-Year Treasury Constant Maturity Securities (BC_30YEAR) and 30-Year Treasury Inflation-Indexed Constant Maturity Securities (TC_30YEAR). The latest value implies what market participants expect inflation to be in the next 30 years, on average. Starting with the update on June 21, 2019, the Treasury bond data used in calculating interest rate spreads is obtained directly from the U.S. Treasury Department (https://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/TextView.aspx?data=yield)."
LNU01300002,LNU01300002,Labor Force Participation Rate - Women,"To obtain estimates of women worker employment, the ratio of weighted women employees to the weighted all employees in the sample is assumed to equal the same ratio in the universe. The current month's women worker ratio, thus, is estimated and then multiplied by the all-employee estimate. The weighted-difference-link-and-taper formula (described in the source) is used to estimate the current month's women worker ratio. This formula adds the change in the matched sample's women worker ratio (the weighted-difference link) to the prior month's estimate, which has been slightly modified to reflect changes in the sample composition (the taper).  The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU01300002"
ECBDFR,ECBDFR,ECB Deposit Facility Rate for Euro Area,"The rate on the deposit facility, which banks may use to make overnight deposits with the Eurosystem. Data refer to the changing composition of the Euro Area, taking into account the composition of the euro area at the time to which the statistics relate. For more details, see the ECB Statistics Bulletin's General Notes (https://sdw.ecb.europa.eu/reports.do?node=10000023).  Copyright, 2021, European Central Bank (ECB). Reprinted with permission."
RIFLGFCM06NA,RIFLGFCM06NA,"Market Yield on U.S. Treasury Securities at 6-Month Constant Maturity, Quoted on an Investment Basis","Averages of daily figures.  For further information regarding treasury constant maturity data, please refer to the H.15 Statistical release notes (https://www.federalreserve.gov/releases/h15/default.htm) and the Treasury Yield Curve Methodology (https://home.treasury.gov/policy-issues/financing-the-government/interest-rate-statistics/treasury-yield-curve-methodology)."
DRCCLOBS,DRCCLOBS,"Delinquency Rate on Credit Card Loans, Banks Not Among the 100 Largest in Size by Assets",The 100 largest banks are measured by consolidated foreign and domestic assets.
IR3TBB01AUQ156N,IR3TBB01AUQ156N,Interest Rates: 3-Month or 90-Day Rates and Yields: Bank Bills: Total for Australia,"OECD Descriptor ID: IR3TBB01 OECD unit ID: PC OECD country ID: AUS  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
AEXBZUS,AEXBZUS,Brazilian Reals to U.S. Dollar Spot Exchange Rate,Averages of daily figures. Noon buying rates in New York City for cable transfers payable in foreign currencies.
BOGZ1FL075035503A,BOGZ1FL075035503A,"Interest Rates and Price Indexes; Commercial Real Estate Price Index, Level","Source ID: FL075035503.A  For more information about the Flow of Funds tables, see the Financial Accounts Guide (https://www.federalreserve.gov/apps/fof/Default.aspx).  With each quarterly release, the source may make major data and structural revisions to the series and tables. These changes are available in the Release Highlights (https://www.federalreserve.gov/apps/fof/FOFHighlight.aspx).  In the Financial Accounts, the source identifies each series by a string of patterned letters and numbers. For a detailed description, including how this series is constructed, see the series analyzer (https://www.federalreserve.gov/apps/fof/SeriesAnalyzer.aspx?s=FL075035503&t=) provided by the source."
TLBACBQ158SBOG,TLBACBQ158SBOG,"Total Liabilities, All Commercial Banks","These series are break adjusted. The percent changes are at a simple annual rate and have been adjusted to remove (i) the effects of nonbank structure activity of $5 billion or more and (ii) the estimated effects of the initial consolidation of certain variable interest entities (FIN 46) and off-balance-sheet vehicles (FAS 166/167). Information about these adjustments is documented in the H.8 Notes in the Data section (http://www.federalreserve.gov/releases/h8/h8notes.htm) of the H.8 Assets and Liabilities of Commercial Banks in the United States release from the Board of Governors. To make the current and past levels comparable, a ratio procedure is used to adjust past levels. For example, if on December 31, 2008, real estate loans at large banks increased by 1 percent because a large bank acquired a nonbank during that week, the levels for real estate loans at large banks for all weeks prior to December 31, 2008, would be increased by 1 percent and then the percent changes would be calculated using those adjusted levels. These quarterly percent changes are calculated from quarterly levels, rounded to the nearest $100 million, based on the average of the three monthly levels in each quarter.  For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
IR3TBB01AUM156N,IR3TBB01AUM156N,Interest Rates: 3-Month or 90-Day Rates and Yields: Bank Bills: Total for Australia,"OECD Descriptor ID: IR3TBB01 OECD unit ID: PC OECD country ID: AUS  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
OBMMIFHA30YF,OBMMIFHA30YF,30-Year Fixed Rate FHA Mortgage Index,This index includes rate locks from Federal Housing Authority loans.  Optimal Blue Mortgage Market Indices (https://www2.optimalblue.com/obmmi/)™ (OBMMI™) is calculated from actual locked rates with consumers across over one-third of all mortgage transactions nationwide. OBMMI includes multiple mortgage pricing indices developed around the most popular products and specific borrower and loan level attributes.  Each index is calculated as the average of all appropriate rate locks locked through the Optimal Blue product eligibility and pricing engine on a given day. More details about methodology and definitions are available here (https://www2.optimalblue.com/obmmi/).
INTDSRJPM193N,INTDSRJPM193N,"Interest Rates, Discount Rate for Japan","Notes regarding this series can be found in International Financial Statistics Yearbooks produced by the International Monetary Fund (IMF). We have requested these publications from the IMF. Notes on this series will populate once they become available.  Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
